group1,group2,meandiff,p-adj,lower,upper,reject
baseline,cautious,0.0048,0.7626,-0.0029,0.0125,False
baseline,creative,0.0145,0.0,0.0069,0.0222,True
baseline,creative_dynamic,0.0322,0.0,0.0199,0.0445,True
baseline,creative_static,0.0112,0.1304,-0.0011,0.0234,False
baseline,empathic,0.0103,0.0004,0.0026,0.018,True
baseline,empathic_dynamic,0.0321,0.0,0.0198,0.0444,True
baseline,empathic_static,0.0119,0.0733,-0.0004,0.0241,False
baseline,euphoric,0.0204,0.0,0.0128,0.0281,True
baseline,high_adrenaline,-0.032,0.0,-0.0397,-0.0243,True
baseline,high_cortisol,0.0054,0.5784,-0.0023,0.0131,False
baseline,high_dopamine,0.0084,0.0169,0.0007,0.0161,True
baseline,high_oxytocin,-0.0031,0.9958,-0.0108,0.0046,False
baseline,high_serotonin,0.013,0.0,0.0053,0.0206,True
baseline,neutral_dynamic,0.0255,0.0,0.0132,0.0377,True
baseline,neutral_static,0.0035,0.9999,-0.0088,0.0158,False
baseline,stable,0.0108,0.0001,0.0031,0.0185,True
baseline,stressed,-0.01,0.0007,-0.0177,-0.0024,True
cautious,creative,0.0097,0.0156,0.0009,0.0186,True
cautious,creative_dynamic,0.0274,0.0,0.0143,0.0404,True
cautious,creative_static,0.0063,0.9683,-0.0067,0.0194,False
cautious,empathic,0.0055,0.7835,-0.0034,0.0144,False
cautious,empathic_dynamic,0.0273,0.0,0.0142,0.0403,True
cautious,empathic_static,0.007,0.9193,-0.006,0.0201,False
cautious,euphoric,0.0156,0.0,0.0067,0.0245,True
cautious,high_adrenaline,-0.0368,0.0,-0.0457,-0.0279,True
cautious,high_cortisol,0.0006,1.0,-0.0083,0.0094,False
cautious,high_dopamine,0.0036,0.9957,-0.0053,0.0124,False
cautious,high_oxytocin,-0.0079,0.1534,-0.0168,0.001,False
cautious,high_serotonin,0.0081,0.1188,-0.0007,0.017,False
cautious,neutral_dynamic,0.0206,0.0,0.0076,0.0337,True
cautious,neutral_static,-0.0013,1.0,-0.0144,0.0118,False
cautious,stable,0.006,0.6419,-0.0029,0.0149,False
cautious,stressed,-0.0149,0.0,-0.0237,-0.006,True
creative,creative_dynamic,0.0176,0.0004,0.0046,0.0307,True
creative,creative_static,-0.0034,1.0,-0.0165,0.0097,False
creative,empathic,-0.0043,0.9718,-0.0131,0.0046,False
creative,empathic_dynamic,0.0175,0.0004,0.0045,0.0306,True
creative,empathic_static,-0.0027,1.0,-0.0158,0.0104,False
creative,euphoric,0.0059,0.6705,-0.003,0.0148,False
creative,high_adrenaline,-0.0465,0.0,-0.0554,-0.0377,True
creative,high_cortisol,-0.0092,0.0337,-0.0181,-0.0003,True
creative,high_dopamine,-0.0062,0.5878,-0.015,0.0027,False
creative,high_oxytocin,-0.0176,0.0,-0.0265,-0.0088,True
creative,high_serotonin,-0.0016,1.0,-0.0105,0.0073,False
creative,neutral_dynamic,0.0109,0.245,-0.0022,0.024,False
creative,neutral_static,-0.011,0.227,-0.0241,0.002,False
creative,stable,-0.0037,0.9925,-0.0126,0.0051,False
creative,stressed,-0.0246,0.0,-0.0335,-0.0157,True
creative_dynamic,creative_static,-0.021,0.0008,-0.0372,-0.0048,True
creative_dynamic,empathic,-0.0219,0.0,-0.0349,-0.0088,True
creative_dynamic,empathic_dynamic,-0.0001,1.0,-0.0163,0.0161,False
creative_dynamic,empathic_static,-0.0203,0.0017,-0.0365,-0.0041,True
creative_dynamic,euphoric,-0.0117,0.1429,-0.0248,0.0013,False
creative_dynamic,high_adrenaline,-0.0642,0.0,-0.0772,-0.0511,True
creative_dynamic,high_cortisol,-0.0268,0.0,-0.0399,-0.0137,True
creative_dynamic,high_dopamine,-0.0238,0.0,-0.0369,-0.0107,True
creative_dynamic,high_oxytocin,-0.0353,0.0,-0.0483,-0.0222,True
creative_dynamic,high_serotonin,-0.0192,0.0,-0.0323,-0.0061,True
creative_dynamic,neutral_dynamic,-0.0067,0.9938,-0.0229,0.0095,False
creative_dynamic,neutral_static,-0.0287,0.0,-0.0449,-0.0124,True
creative_dynamic,stable,-0.0214,0.0,-0.0344,-0.0083,True
creative_dynamic,stressed,-0.0422,0.0,-0.0553,-0.0291,True
creative_static,empathic,-0.0009,1.0,-0.0139,0.0122,False
creative_static,empathic_dynamic,0.0209,0.0009,0.0047,0.0371,True
creative_static,empathic_static,0.0007,1.0,-0.0155,0.0169,False
creative_static,euphoric,0.0093,0.5442,-0.0038,0.0224,False
creative_static,high_adrenaline,-0.0431,0.0,-0.0562,-0.0301,True
creative_static,high_cortisol,-0.0058,0.9874,-0.0188,0.0073,False
creative_static,high_dopamine,-0.0028,1.0,-0.0158,0.0103,False
creative_static,high_oxytocin,-0.0142,0.017,-0.0273,-0.0012,True
creative_static,high_serotonin,0.0018,1.0,-0.0113,0.0149,False
