group1,group2,meandiff,p-adj,lower,upper,reject
baseline,cautious,-2.3485,1.0,-35.7267,31.0297,False
baseline,creative,6.3663,1.0,-27.0119,39.7445,False
baseline,creative_dynamic,1194.2939,0.0,1140.9352,1247.6527,True
baseline,creative_static,8.3633,1.0,-44.9955,61.722,False
baseline,empathic,4.5179,1.0,-28.8603,37.8961,False
baseline,empathic_dynamic,517.1462,0.0,463.7874,570.5049,True
baseline,empathic_static,4.2572,1.0,-49.1015,57.616,False
baseline,euphoric,13.3897,0.9957,-19.9885,46.7679,False
baseline,high_adrenaline,-5.8316,1.0,-39.2098,27.5466,False
baseline,high_cortisol,-1.1823,1.0,-34.5605,32.1959,False
baseline,high_dopamine,4.8163,1.0,-28.5619,38.1945,False
baseline,high_oxytocin,-0.4772,1.0,-33.8554,32.901,False
baseline,high_serotonin,4.2379,1.0,-29.1404,37.6161,False
baseline,neutral_dynamic,125.8921,0.0,72.5333,179.2508,True
baseline,neutral_static,-1.0985,1.0,-54.4573,52.2602,False
baseline,stable,4.0148,1.0,-29.3635,37.393,False
baseline,stressed,-4.976,1.0,-38.3542,28.4022,False
cautious,creative,8.7148,1.0,-29.827,47.2566,False
cautious,creative_dynamic,1196.6424,0.0,1139.9104,1253.3745,True
cautious,creative_static,10.7118,1.0,-46.0202,67.4438,False
cautious,empathic,6.8664,1.0,-31.6754,45.4082,False
cautious,empathic_dynamic,519.4947,0.0,462.7626,576.2267,True
cautious,empathic_static,6.6057,1.0,-50.1263,63.3378,False
cautious,euphoric,15.7382,0.9948,-22.8037,54.28,False
cautious,high_adrenaline,-3.4831,1.0,-42.0249,35.0587,False
cautious,high_cortisol,1.1662,1.0,-37.3756,39.7081,False
cautious,high_dopamine,7.1648,1.0,-31.377,45.7066,False
cautious,high_oxytocin,1.8713,1.0,-36.6705,40.4131,False
cautious,high_serotonin,6.5864,1.0,-31.9555,45.1282,False
cautious,neutral_dynamic,128.2406,0.0,71.5085,184.9726,True
cautious,neutral_static,1.25,1.0,-55.4821,57.982,False
cautious,stable,6.3633,1.0,-32.1786,44.9051,False
cautious,stressed,-2.6275,1.0,-41.1693,35.9143,False
creative,creative_dynamic,1187.9276,0.0,1131.1956,1244.6597,True
creative,creative_static,1.997,1.0,-54.735,58.7291,False
creative,empathic,-1.8484,1.0,-40.3902,36.6934,False
creative,empathic_dynamic,510.7799,0.0,454.0478,567.5119,True
creative,empathic_static,-2.1091,1.0,-58.8411,54.623,False
creative,euphoric,7.0234,1.0,-31.5185,45.5652,False
creative,high_adrenaline,-12.1979,0.9998,-50.7397,26.3439,False
creative,high_cortisol,-7.5486,1.0,-46.0904,30.9933,False
creative,high_dopamine,-1.55,1.0,-40.0918,36.9919,False
creative,high_oxytocin,-6.8435,1.0,-45.3853,31.6983,False
creative,high_serotonin,-2.1284,1.0,-40.6703,36.4134,False
creative,neutral_dynamic,119.5258,0.0,62.7938,176.2578,True
creative,neutral_static,-7.4648,1.0,-64.1969,49.2672,False
creative,stable,-2.3515,1.0,-40.8934,36.1903,False
creative,stressed,-11.3423,0.9999,-49.8841,27.1995,False
creative_dynamic,creative_static,-1185.9306,0.0,-1256.2981,-1115.5632,True
creative_dynamic,empathic,-1189.776,0.0,-1246.5081,-1133.044,True
creative_dynamic,empathic_dynamic,-677.1478,0.0,-747.5152,-606.7803,True
creative_dynamic,empathic_static,-1190.0367,0.0,-1260.4041,-1119.6693,True
creative_dynamic,euphoric,-1180.9043,0.0,-1237.6363,-1124.1722,True
creative_dynamic,high_adrenaline,-1200.1255,0.0,-1256.8576,-1143.3935,True
creative_dynamic,high_cortisol,-1195.4762,0.0,-1252.2082,-1138.7442,True
creative_dynamic,high_dopamine,-1189.4776,0.0,-1246.2097,-1132.7456,True
creative_dynamic,high_oxytocin,-1194.7711,0.0,-1251.5032,-1138.0391,True
creative_dynamic,high_serotonin,-1190.0561,0.0,-1246.7881,-1133.324,True
creative_dynamic,neutral_dynamic,-1068.4018,0.0,-1138.7693,-998.0344,True
creative_dynamic,neutral_static,-1195.3925,0.0,-1265.7599,-1125.025,True
creative_dynamic,stable,-1190.2792,0.0,-1247.0112,-1133.5471,True
creative_dynamic,stressed,-1199.2699,0.0,-1256.002,-1142.5379,True
creative_static,empathic,-3.8454,1.0,-60.5774,52.8866,False
creative_static,empathic_dynamic,508.7829,0.0,438.4154,579.1503,True
creative_static,empathic_static,-4.1061,1.0,-74.4735,66.2613,False
creative_static,euphoric,5.0264,1.0,-51.7057,61.7584,False
creative_static,high_adrenaline,-14.1949,1.0,-70.9269,42.5371,False
creative_static,high_cortisol,-9.5456,1.0,-66.2776,47.1865,False
creative_static,high_dopamine,-3.547,1.0,-60.279,53.1851,False
creative_static,high_oxytocin,-8.8405,1.0,-65.5726,47.8915,False
creative_static,high_serotonin,-4.1254,1.0,-60.8575,52.6066,False
creative_static,neutral_dynamic,117.5288,0.0,47.1613,187.8962,True
creative_static,neutral_static,-9.4618,1.0,-79.8293,60.9056,False
creative_static,stable,-4.3485,1.0,-61.0806,52.3835,False
creative_static,stressed,-13.3393,1.0,-70.0713,43.3927,False
empathic,empathic_dynamic,512.6283,0.0,455.8962,569.3603,True
empathic,empathic_static,-0.2607,1.0,-56.9927,56.4714,False
empathic,euphoric,8.8718,1.0,-29.6701,47.4136,False
empathic,high_adrenaline,-10.3495,1.0,-48.8913,28.1923,False
empathic,high_cortisol,-5.7002,1.0,-44.242,32.8417,False
empathic,high_dopamine,0.2984,1.0,-38.2434,38.8403,False
empathic,high_oxytocin,-4.9951,1.0,-43.5369,33.5467,False
empathic,high_serotonin,-0.28,1.0,-38.8219,38.2618,False
empathic,neutral_dynamic,121.3742,0.0,64.6422,178.1062,True
empathic,neutral_static,-5.6164,1.0,-62.3485,51.1156,False
empathic,stable,-0.5031,1.0,-39.045,38.0387,False
empathic,stressed,-9.4939,1.0,-48.0357,29.0479,False
empathic_dynamic,empathic_static,-512.8889,0.0,-583.2564,-442.5215,True
empathic_dynamic,euphoric,-503.7565,0.0,-560.4885,-447.0244,True
empathic_dynamic,high_adrenaline,-522.9778,0.0,-579.7098,-466.2457,True
empathic_dynamic,high_cortisol,-518.3284,0.0,-575.0605,-461.5964,True
empathic_dynamic,high_dopamine,-512.3298,0.0,-569.0619,-455.5978,True
empathic_dynamic,high_oxytocin,-517.6234,0.0,-574.3554,-460.8913,True
empathic_dynamic,high_serotonin,-512.9083,0.0,-569.6403,-456.1763,True
empathic_dynamic,neutral_dynamic,-391.2541,0.0,-461.6215,-320.8866,True
empathic_dynamic,neutral_static,-518.2447,0.0,-588.6121,-447.8773,True
empathic_dynamic,stable,-513.1314,0.0,-569.8634,-456.3994,True
empathic_dynamic,stressed,-522.1222,0.0,-578.8542,-465.3901,True
empathic_static,euphoric,9.1325,1.0,-47.5996,65.8645,False
empathic_static,high_adrenaline,-10.0888,1.0,-66.8209,46.6432,False
empathic_static,high_cortisol,-5.4395,1.0,-62.1715,51.2926,False
empathic_static,high_dopamine,0.5591,1.0,-56.1729,57.2911,False
empathic_static,high_oxytocin,-4.7344,1.0,-61.4665,51.9976,False
empathic_static,high_serotonin,-0.0194,1.0,-56.7514,56.7127,False
empathic_static,neutral_dynamic,121.6349,0.0,51.2674,192.0023,True
empathic_static,neutral_static,-5.3558,1.0,-75.7232,65.0117,False
empathic_static,stable,-0.2425,1.0,-56.9745,56.4896,False
empathic_static,stressed,-9.2332,1.0,-65.9653,47.4988,False
euphoric,high_adrenaline,-19.2213,0.9588,-57.7631,19.3206,False
euphoric,high_cortisol,-14.5719,0.9979,-53.1138,23.9699,False
euphoric,high_dopamine,-8.5734,1.0,-47.1152,29.9685,False
euphoric,high_oxytocin,-13.8669,0.9989,-52.4087,24.6749,False
euphoric,high_serotonin,-9.1518,1.0,-47.6936,29.39,False
euphoric,neutral_dynamic,112.5024,0.0,55.7704,169.2345,True
euphoric,neutral_static,-14.4882,1.0,-71.2203,42.2438,False
euphoric,stable,-9.3749,1.0,-47.9167,29.1669,False
euphoric,stressed,-18.3657,0.9732,-56.9075,20.1762,False
high_adrenaline,high_cortisol,4.6493,1.0,-33.8925,43.1912,False
high_adrenaline,high_dopamine,10.6479,1.0,-27.8939,49.1897,False
high_adrenaline,high_oxytocin,5.3544,1.0,-33.1874,43.8962,False
high_adrenaline,high_serotonin,10.0695,1.0,-28.4724,48.6113,False
high_adrenaline,neutral_dynamic,131.7237,0.0,74.9916,188.4557,True
high_adrenaline,neutral_static,4.7331,1.0,-51.999,61.4651,False
high_adrenaline,stable,9.8464,1.0,-28.6955,48.3882,False
high_adrenaline,stressed,0.8556,1.0,-37.6862,39.3974,False
high_cortisol,high_dopamine,5.9986,1.0,-32.5432,44.5404,False
high_cortisol,high_oxytocin,0.7051,1.0,-37.8368,39.2469,False
high_cortisol,high_serotonin,5.4201,1.0,-33.1217,43.962,False
high_cortisol,neutral_dynamic,127.0744,0.0,70.3423,183.8064,True
high_cortisol,neutral_static,0.0837,1.0,-56.6483,56.8158,False
high_cortisol,stable,5.197,1.0,-33.3448,43.7389,False
high_cortisol,stressed,-3.7937,1.0,-42.3356,34.7481,False
high_dopamine,high_oxytocin,-5.2935,1.0,-43.8354,33.2483,False
high_dopamine,high_serotonin,-0.5785,1.0,-39.1203,37.9634,False
high_dopamine,neutral_dynamic,121.0758,0.0,64.3437,177.8078,True
high_dopamine,neutral_static,-5.9149,1.0,-62.6469,50.8172,False
high_dopamine,stable,-0.8016,1.0,-39.3434,37.7403,False
high_dopamine,stressed,-9.7923,1.0,-48.3341,28.7495,False
high_oxytocin,high_serotonin,4.7151,1.0,-33.8268,43.2569,False
high_oxytocin,neutral_dynamic,126.3693,0.0,69.6373,183.1013,True
high_oxytocin,neutral_static,-0.6213,1.0,-57.3534,56.1107,False
high_oxytocin,stable,4.492,1.0,-34.0499,43.0338,False
high_oxytocin,stressed,-4.4988,1.0,-43.0406,34.043,False
high_serotonin,neutral_dynamic,121.6542,0.0,64.9222,178.3863,True
high_serotonin,neutral_static,-5.3364,1.0,-62.0684,51.3956,False
high_serotonin,stable,-0.2231,1.0,-38.7649,38.3187,False
high_serotonin,stressed,-9.2139,1.0,-47.7557,29.328,False
neutral_dynamic,neutral_static,-126.9906,0.0,-197.3581,-56.6232,True
neutral_dynamic,stable,-121.8773,0.0,-178.6094,-65.1453,True
neutral_dynamic,stressed,-130.8681,0.0,-187.6001,-74.136,True
neutral_static,stable,5.1133,1.0,-51.6187,61.8453,False
neutral_static,stressed,-3.8775,1.0,-60.6095,52.8546,False
stable,stressed,-8.9908,1.0,-47.5326,29.5511,False
