group1,group2,meandiff,p-adj,lower,upper,reject
baseline,cautious,0.3625,1.0,-3.1044,3.8294,False
baseline,creative,-0.2525,1.0,-3.7194,3.2144,False
baseline,creative_dynamic,-13.8275,0.0,-17.9942,-9.6608,True
baseline,creative_static,-13.3692,0.0,-17.5359,-9.2025,True
baseline,empathic,-0.5325,1.0,-3.9994,2.9344,False
baseline,empathic_dynamic,-14.7108,0.0,-18.8775,-10.5441,True
baseline,empathic_static,-12.3192,0.0,-16.4859,-8.1525,True
baseline,euphoric,0.8875,1.0,-2.5794,4.3544,False
baseline,high_adrenaline,-0.6775,1.0,-4.1444,2.7894,False
baseline,high_cortisol,-0.2325,1.0,-3.6994,3.2344,False
baseline,high_dopamine,-0.7875,1.0,-4.2544,2.6794,False
baseline,high_oxytocin,-0.1175,1.0,-3.5844,3.3494,False
baseline,high_serotonin,-0.5375,1.0,-4.0044,2.9294,False
baseline,neutral_dynamic,-13.2108,0.0,-17.3775,-9.0441,True
baseline,neutral_static,-14.9608,0.0,-19.1275,-10.7941,True
baseline,stable,-0.3625,1.0,-3.8294,3.1044,False
baseline,stressed,-1.2875,0.9983,-4.7544,2.1794,False
cautious,creative,-0.615,1.0,-4.6182,3.3882,False
cautious,creative_dynamic,-14.19,0.0,-18.8125,-9.5675,True
cautious,creative_static,-13.7317,0.0,-18.3542,-9.1091,True
cautious,empathic,-0.895,1.0,-4.8982,3.1082,False
cautious,empathic_dynamic,-15.0733,0.0,-19.6959,-10.4508,True
cautious,empathic_static,-12.6817,0.0,-17.3042,-8.0591,True
cautious,euphoric,0.525,1.0,-3.4782,4.5282,False
cautious,high_adrenaline,-1.04,1.0,-5.0432,2.9632,False
cautious,high_cortisol,-0.595,1.0,-4.5982,3.4082,False
cautious,high_dopamine,-1.15,0.9999,-5.1532,2.8532,False
cautious,high_oxytocin,-0.48,1.0,-4.4832,3.5232,False
cautious,high_serotonin,-0.9,1.0,-4.9032,3.1032,False
cautious,neutral_dynamic,-13.5733,0.0,-18.1959,-8.9508,True
cautious,neutral_static,-15.3233,0.0,-19.9459,-10.7008,True
cautious,stable,-0.725,1.0,-4.7282,3.2782,False
cautious,stressed,-1.65,0.9941,-5.6532,2.3532,False
creative,creative_dynamic,-13.575,0.0,-18.1975,-8.9525,True
creative,creative_static,-13.1167,0.0,-17.7392,-8.4941,True
creative,empathic,-0.28,1.0,-4.2832,3.7232,False
creative,empathic_dynamic,-14.4583,0.0,-19.0809,-9.8358,True
creative,empathic_static,-12.0667,0.0,-16.6892,-7.4441,True
creative,euphoric,1.14,0.9999,-2.8632,5.1432,False
creative,high_adrenaline,-0.425,1.0,-4.4282,3.5782,False
creative,high_cortisol,0.02,1.0,-3.9832,4.0232,False
creative,high_dopamine,-0.535,1.0,-4.5382,3.4682,False
creative,high_oxytocin,0.135,1.0,-3.8682,4.1382,False
creative,high_serotonin,-0.285,1.0,-4.2882,3.7182,False
creative,neutral_dynamic,-12.9583,0.0,-17.5809,-8.3358,True
creative,neutral_static,-14.7083,0.0,-19.3309,-10.0858,True
creative,stable,-0.11,1.0,-4.1132,3.8932,False
creative,stressed,-1.035,1.0,-5.0382,2.9682,False
